,vfid,vfacc,vf_full_name,vf_pathogen,vf_short_name,vf_category
1361,VFG045496,YP_094483,Dot/Icm type IV secretion system effector Ceg15 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg15,Dot/Icm (VF0156) 
1362,VFG045497,YP_094559,Dot/Icm type IV secretion system effector LegD2 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legD2,Dot/Icm (VF0156) 
1363,VFG045498,YP_094752,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0716,Dot/Icm (VF0156) 
1364,VFG045499,YP_094769,Dot/Icm type IV secretion system effector RavH ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravH,Dot/Icm (VF0156) 
1365,VFG045500,YP_094832,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0796,Dot/Icm (VF0156) 
1366,VFG045501,YP_094960,Dot/Icm type IV secretion system effector RavI ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravI,Dot/Icm (VF0156) 
1367,VFG045502,YP_094978,Dot/Icm type IV secretion system effector RavJ ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravJ,Dot/Icm (VF0156) 
1368,VFG045503,YP_095001,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg0967,Dot/Icm (VF0156) 
1369,VFG045504,YP_095002,"Dot/Icm type IV secretion system effector SidK, interacting with VatA, a key component of the proton pump. Suc ",Legionella pneumophila subsp. pneumophila str. Philadelphia 1,sidK,Dot/Icm (VF0156) 
1370,VFG045505,YP_095003,Dot/Icm type IV secretion system effector RavK ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravK,Dot/Icm (VF0156) 
1371,VFG045506,YP_095116,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1083,Dot/Icm (VF0156) 
1372,VFG045507,YP_095139,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1106,Dot/Icm (VF0156) 
1373,VFG045508,YP_095141,Dot/Icm type IV secretion system effector RavL ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravL,Dot/Icm (VF0156) 
1374,VFG045509,YP_095142,Dot/Icm type IV secretion system effector RavM ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravM,Dot/Icm (VF0156) 
1375,VFG045510,YP_095144,Dot/Icm type IV secretion system effector RavN ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravN,Dot/Icm (VF0156) 
1376,VFG045511,YP_095157,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1124,Dot/Icm (VF0156) 
1377,VFG045512,YP_095162,Dot/Icm type IV secretion system effector RavO ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravO,Dot/Icm (VF0156) 
1378,VFG045513,YP_095170,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1137,Dot/Icm (VF0156) 
1379,VFG045514,YP_095180,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1147,Dot/Icm (VF0156) 
1380,VFG045515,YP_095185,Dot/Icm type IV secretion system effector RavP ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravP,Dot/Icm (VF0156) 
1381,VFG045516,YP_095187,Dot/Icm type IV secretion system effector RavQ ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravQ,Dot/Icm (VF0156) 
1382,VFG045517,YP_095199,Dot/Icm type IV secretion system effector RavR ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravR,Dot/Icm (VF0156) 
1383,VFG045518,YP_095204,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1171,Dot/Icm (VF0156) 
1384,VFG045519,YP_095216,Dot/Icm type IV secretion system effector RavS ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravS,Dot/Icm (VF0156) 
1385,VFG045520,YP_095342,Dot/Icm type IV secretion system effector LegC1 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legC1,Dot/Icm (VF0156) 
1386,VFG045521,YP_095346,Dot/Icm type IV secretion system effector RavT ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravT,Dot/Icm (VF0156) 
1387,VFG045522,YP_095347,Dot/Icm type IV secretion system effector RavW ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravW,Dot/Icm (VF0156) 
1388,VFG045523,YP_095478,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1449,Dot/Icm (VF0156) 
1389,VFG045524,YP_095482,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1453,Dot/Icm (VF0156) 
1390,VFG045525,YP_095513,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1484,Dot/Icm (VF0156) 
1391,VFG045526,YP_095518,Dot/Icm type IV secretion system effector RavX ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravX,Dot/Icm (VF0156) 
1392,VFG045527,YP_095580,Dot/Icm type IV secretion system effector RavY ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravY,Dot/Icm (VF0156) 
1393,VFG045528,YP_095607,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1578,Dot/Icm (VF0156) 
1394,VFG045529,YP_095666,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1639,Dot/Icm (VF0156) 
1395,VFG045530,YP_095681,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1654,Dot/Icm (VF0156) 
1396,VFG045531,YP_095688,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1661,Dot/Icm (VF0156) 
1397,VFG045532,YP_095693,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1666,Dot/Icm (VF0156) 
1398,VFG045533,YP_095694,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1667,Dot/Icm (VF0156) 
1399,VFG045534,YP_095697,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1670,Dot/Icm (VF0156) 
1400,VFG045535,YP_095710,Dot/Icm type IV secretion system effector RavZ ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ravZ,Dot/Icm (VF0156) 
1401,VFG045536,YP_095711,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1684,Dot/Icm (VF0156) 
1402,VFG045537,YP_095712,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1685,Dot/Icm (VF0156) 
1403,VFG045538,YP_095714,Dot/Icm type IV secretion system effector mavA ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,mavA,Dot/Icm (VF0156) 
1404,VFG045539,YP_095719,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1692,Dot/Icm (VF0156) 
1405,VFG045540,YP_095743,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1716,Dot/Icm (VF0156) 
1406,VFG045541,YP_095778,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1752,Dot/Icm (VF0156) 
1407,VFG045542,YP_095802,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1776,Dot/Icm (VF0156) 
1408,VFG045543,YP_095823,Dot/Icm type IV secretion system effector RvfA ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,rvfA,Dot/Icm (VF0156) 
1409,VFG045544,YP_095824,Dot/Icm type IV secretion system effector mavB ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,mavB,Dot/Icm (VF0156) 
1410,VFG045545,YP_095829,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1803,Dot/Icm (VF0156) 
1411,VFG045546,YP_095862,Dot/Icm type IV secretion system effector Ceg25 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg25,Dot/Icm (VF0156) 
1412,VFG045547,YP_095905,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1888,Dot/Icm (VF0156) 
1413,VFG045548,YP_095924,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1907,Dot/Icm (VF0156) 
1414,VFG045549,YP_095941,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1924,Dot/Icm (VF0156) 
1415,VFG045550,YP_095975,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1959,Dot/Icm (VF0156) 
1416,VFG045551,YP_095991,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1975,Dot/Icm (VF0156) 
1417,VFG045552,YP_096002,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg1986,Dot/Icm (VF0156) 
1418,VFG045553,YP_096066,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2050,Dot/Icm (VF0156) 
1419,VFG045554,YP_096144,Dot/Icm type IV secretion system effector LegA6 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legA6,Dot/Icm (VF0156) 
1420,VFG045555,YP_096160,Dot/Icm type IV secretion system effector MavC ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,mavC,Dot/Icm (VF0156) 
1421,VFG045556,YP_096161,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2148,Dot/Icm (VF0156) 
1422,VFG045557,YP_096162,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2149,Dot/Icm (VF0156) 
1423,VFG045558,YP_096211,Dot/Icm type IV secretion system effector CegC4 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,cegC4,Dot/Icm (VF0156) 
1424,VFG045559,YP_096228,Dot/Icm type IV secretion system effector Lem20 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem20,Dot/Icm (VF0156) 
1425,VFG045560,YP_096235,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2223,Dot/Icm (VF0156) 
1426,VFG045561,YP_096251,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2239,Dot/Icm (VF0156) 
1427,VFG045562,YP_096283,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2271,Dot/Icm (VF0156) 
1428,VFG045563,YP_096320,Dot/Icm type IV secretion system effector Ceg28 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,ceg28,Dot/Icm (VF0156) 
1429,VFG045564,YP_096353,Dot/Icm type IV secretion system effector MavE ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,mavE,Dot/Icm (VF0156) 
1430,VFG045565,YP_096360,Dot/Icm type IV secretion system effector MavF ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,mavF,Dot/Icm (VF0156) 
1431,VFG045566,YP_096368,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2359,Dot/Icm (VF0156) 
1432,VFG045567,YP_096378,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2370,Dot/Icm (VF0156) 
1433,VFG045568,YP_096380,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2372,Dot/Icm (VF0156) 
1434,VFG045569,YP_096390,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2382,Dot/Icm (VF0156) 
1435,VFG045570,YP_096424,Dot/Icm type IV secretion system effector LegA1 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legA1,Dot/Icm (VF0156) 
1436,VFG045571,YP_096428,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2420,Dot/Icm (VF0156) 
1437,VFG045572,YP_096432,Dot/Icm type IV secretion system effector MavG ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,mavG,Dot/Icm (VF0156) 
1438,VFG045573,YP_096433,Dot/Icm type IV secretion system effector MavH ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,mavH,Dot/Icm (VF0156) 
1439,VFG045574,YP_096442,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2434,Dot/Icm (VF0156) 
1440,VFG045575,YP_096451,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2443,Dot/Icm (VF0156) 
1441,VFG045576,YP_096452,Dot/Icm type IV secretion system effector MavI ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,mavI,Dot/Icm (VF0156) 
1442,VFG045577,YP_096468,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2461,Dot/Icm (VF0156) 
1443,VFG045578,YP_096505,Dot/Icm type IV secretion system effector MavJ ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,mavJ,Dot/Icm (VF0156) 
1444,VFG045579,YP_096512,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2505,Dot/Icm (VF0156) 
1445,VFG045580,YP_096533,Dot/Icm type IV secretion system effector MavL ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,mavL,Dot/Icm (VF0156) 
1446,VFG045581,YP_096545,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2538,Dot/Icm (VF0156) 
1447,VFG045582,YP_096546,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2539,Dot/Icm (VF0156) 
1448,VFG045583,YP_096548,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2541,Dot/Icm (VF0156) 
1449,VFG045584,YP_096553,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2546,Dot/Icm (VF0156) 
1450,VFG045585,YP_096559,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2552,Dot/Icm (VF0156) 
1451,VFG045586,YP_096562,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2555,Dot/Icm (VF0156) 
1452,VFG045587,YP_096582,Dot/Icm type IV secretion system effector MavM ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,mavM,Dot/Icm (VF0156) 
1453,VFG045588,YP_096593,Dot/Icm type IV secretion system effector LegS1 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legS1,Dot/Icm (VF0156) 
1454,VFG045589,YP_096608,Dot/Icm type IV secretion system effector Lem28 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lem28,Dot/Icm (VF0156) 
1455,VFG045590,YP_096633,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2628,Dot/Icm (VF0156) 
1456,VFG045591,YP_096642,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2637,Dot/Icm (VF0156) 
1457,VFG045592,YP_096643,Dot/Icm type IV secretion system effector MavV ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,mavV,Dot/Icm (VF0156) 
1458,VFG045593,YP_096697,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2692,Dot/Icm (VF0156) 
1459,VFG045594,YP_096699,Dot/Icm type IV secretion system effector LegD1 ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legD1,Dot/Icm (VF0156) 
1460,VFG045595,YP_096724,Dot/Icm type IV secretion system effector LegN ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,legN,Dot/Icm (VF0156) 
1461,VFG045596,YP_096748,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2745,Dot/Icm (VF0156) 
1462,VFG045597,YP_096810,Dot/Icm type IV secretion system effector MavN ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,mavN,Dot/Icm (VF0156) 
1463,VFG045598,YP_096823,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2828,Dot/Icm (VF0156) 
1464,VFG045599,YP_096827,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2832,Dot/Icm (VF0156) 
1465,VFG045600,YP_096839,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2844,Dot/Icm (VF0156) 
1466,VFG045601,YP_096868,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2874,Dot/Icm (VF0156) 
1467,VFG045602,YP_096873,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2879,Dot/Icm (VF0156) 
1468,VFG045603,YP_096878,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2884,Dot/Icm (VF0156) 
1469,VFG045604,YP_096879,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2885,Dot/Icm (VF0156) 
1470,VFG045605,YP_096882,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2888,Dot/Icm (VF0156) 
1471,VFG045606,YP_096905,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2912,Dot/Icm (VF0156) 
1472,VFG045607,YP_096929,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2936,Dot/Icm (VF0156) 
1473,VFG045608,YP_096967,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg2975,Dot/Icm (VF0156) 
1474,VFG045609,YP_096992,Dot/Icm type IV secretion system effector ,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,lpg3000,Dot/Icm (VF0156) 
1475,VFG000068,NP_463735,actin-assembly inducing protein precursor ,Listeria monocytogenes EGD-e,actA,ActA (VF0066) 
1476,VFG000069,NP_463736,phospholipase C ,Listeria monocytogenes EGD-e,plcB,PlcB (VF0067) 
1477,VFG000070,NP_464110,"P60 extracellular protein, invasion associated protein Iap ",Listeria monocytogenes EGD-e,iap/cwhA,p60 (VF0068) 
1478,VFG000071,NP_463734,Zinc metalloproteinase precursor ,Listeria monocytogenes EGD-e,mpl,Mpl (VF0065) 
1479,VFG000072,NP_463731,listeriolysin positive regulatory protein ,Listeria monocytogenes EGD-e,prfA,PrfA (VF0062) 
1480,VFG000073,NP_463732,phosphatidylinositol-specific phospholipase c ,Listeria monocytogenes EGD-e,plcA,PlcA (VF0063) 
1481,VFG000074,NP_463733,listeriolysin O precursor ,Listeria monocytogenes EGD-e,hly,LLO (VF0064) 
